symbol,date,open,high,low,close,volume,ingestion_timestamp,source_system,pipeline_run_id
HINDUNILVR.NS,2026-02-19,3077.15,3086.01,3003.87,3044.65,5741426,2026-03-16 07:36:15.268608,yfinance,20260316_073615
HINDUNILVR.NS,2026-02-20,3018.47,3036.21,2962.42,2974.98,2250105,2026-03-16 07:36:15.268608,yfinance,20260316_073615
HINDUNILVR.NS,2026-02-23,3121.68,3204.09,3094.64,3144.69,6131881,2026-03-16 07:36:15.268608,yfinance,20260316_073615
HINDUNILVR.NS,2026-02-24,3277.49,3286.91,3221.48,3238.39,8477758,2026-03-16 07:36:15.268608,yfinance,20260316_073615
HINDUNILVR.NS,2026-02-25,3080.05,3159.73,3003.92,3137.52,6127458,2026-03-16 07:36:15.268608,yfinance,20260316_073615
HINDUNILVR.NS,2026-02-26,3085.18,3086.94,3053.41,3054.23,9691549,2026-03-16 07:36:15.268608,yfinance,20260316_073615
HINDUNILVR.NS,2026-02-27,3017.96,3087.36,3014.47,3073.8,9845900,2026-03-16 07:36:15.268608,yfinance,20260316_073615
ITC.NS,2026-02-02,666.09,669.06,659.87,661.62,5261902,2026-03-16 07:36:15.268608,yfinance,20260316_073615
ITC.NS,2026-02-03,688.47,696.93,676.12,678.7,1471728,2026-03-16 07:36:15.268608,yfinance,20260316_073615
ITC.NS,2026-02-04,700.62,711.18,696.05,700.76,4467884,2026-03-16 07:36:15.268608,yfinance,20260316_073615
ITC.NS,2026-02-05,710.06,731.07,709.98,714.33,4639884,2026-03-16 07:36:15.268608,yfinance,20260316_073615
ITC.NS,2026-02-06,719.42,732.19,717.87,729.67,6219069,2026-03-16 07:36:15.268608,yfinance,20260316_073615
ITC.NS,2026-02-09,745.83,751.19,740.39,747.17,1299144,2026-03-16 07:36:15.268608,yfinance,20260316_073615
ITC.NS,2026-02-10,730.71,736.54,714.73,727.31,3546117,2026-03-16 07:36:15.268608,yfinance,20260316_073615
ITC.NS,2026-02-11,697.27,717.91,690.15,711.44,2412643,2026-03-16 07:36:15.268608,yfinance,20260316_073615
ITC.NS,2026-02-12,693.18,694.18,692.34,693.01,4388340,2026-03-16 07:36:15.268608,yfinance,20260316_073615
ITC.NS,2026-02-13,676.98,696.43,665.42,673.6,9607638,2026-03-16 07:36:15.268608,yfinance,20260316_073615
ITC.NS,2026-02-16,699.31,705.63,695.86,705.12,9468257,2026-03-16 07:36:15.268608,yfinance,20260316_073615
ITC.NS,2026-02-17,675.09,676.81,674.19,676.62,6088875,2026-03-16 07:36:15.268608,yfinance,20260316_073615
ITC.NS,2026-02-18,683.3,702.21,668.8,676.96,8435079,2026-03-16 07:36:15.268608,yfinance,20260316_073615
ITC.NS,2026-02-19,701.78,722.78,694.91,701.23,8012194,2026-03-16 07:36:15.268608,yfinance,20260316_073615
ITC.NS,2026-02-20,671.81,689.73,667.38,683.42,3401494,2026-03-16 07:36:15.268608,yfinance,20260316_073615
ITC.NS,2026-02-23,705.29,714.3,688.93,706.23,1126309,2026-03-16 07:36:15.268608,yfinance,20260316_073615
ITC.NS,2026-02-24,723.54,741.06,705.57,735.77,4655768,2026-03-16 07:36:15.268608,yfinance,20260316_073615
ITC.NS,2026-02-25,770.64,790.28,752.26,782.67,292597,2026-03-16 07:36:15.268608,yfinance,20260316_073615
ITC.NS,2026-02-26,793.91,801.16,782.25,799.44,6066893,2026-03-16 07:36:15.268608,yfinance,20260316_073615
ITC.NS,2026-02-27,813.28,831.38,809.23,830.78,9075515,2026-03-16 07:36:15.268608,yfinance,20260316_073615
SBIN.NS,2026-02-02,2268.2,2281.47,2260.02,2265.33,9761840,2026-03-16 07:36:15.268608,yfinance,20260316_073615
SBIN.NS,2026-02-03,2304.49,2310.94,2243.87,2256.21,9282490,2026-03-16 07:36:15.268608,yfinance,20260316_073615
SBIN.NS,2026-02-04,2358.27,2409.65,2320.1,2375.28,2706363,2026-03-16 07:36:15.268608,yfinance,20260316_073615
SBIN.NS,2026-02-05,2409.11,2459.94,2369.52,2440.59,6388661,2026-03-16 07:36:15.268608,yfinance,20260316_073615
SBIN.NS,2026-02-06,2421.53,2493.48,2410.12,2451.92,690326,2026-03-16 07:36:15.268608,yfinance,20260316_073615
SBIN.NS,2026-02-09,2519.36,2534.75,2507.06,2530.22,8267176,2026-03-16 07:36:15.268608,yfinance,20260316_073615
SBIN.NS,2026-02-10,2442.36,2462.56,2394.99,2459.42,783241,2026-03-16 07:36:15.268608,yfinance,20260316_073615
SBIN.NS,2026-02-11,2459.24,2521.19,2388.45,2506.14,2869045,2026-03-16 07:36:15.268608,yfinance,20260316_073615
SBIN.NS,2026-02-12,2444.35,2444.84,2410.47,2436.84,2016672,2026-03-16 07:36:15.268608,yfinance,20260316_073615
SBIN.NS,2026-02-13,2369.78,2387.36,2337.6,2346.31,5081141,2026-03-16 07:36:15.268608,yfinance,20260316_073615
SBIN.NS,2026-02-16,2253.92,2309.05,2230.91,2272.47,7158179,2026-03-16 07:36:15.268608,yfinance,20260316_073615
SBIN.NS,2026-02-17,2217.25,2231.28,2169.65,2216.88,1400456,2026-03-16 07:36:15.268608,yfinance,20260316_073615
SBIN.NS,2026-02-18,2252.77,2285.81,2197.83,2256.95,4423532,2026-03-16 07:36:15.268608,yfinance,20260316_073615
SBIN.NS,2026-02-19,2261.11,2301.47,2219.26,2222.69,709893,2026-03-16 07:36:15.268608,yfinance,20260316_073615
SBIN.NS,2026-02-20,2150.71,2200.91,2117.81,2193.74,7321427,2026-03-16 07:36:15.268608,yfinance,20260316_073615
SBIN.NS,2026-02-23,2157.1,2182.57,2104.05,2135.69,3760754,2026-03-16 07:36:15.268608,yfinance,20260316_073615
SBIN.NS,2026-02-24,2227.42,2293.47,2204.91,2228.71,874172,2026-03-16 07:36:15.268608,yfinance,20260316_073615
SBIN.NS,2026-02-25,2339.69,2377.78,2328.57,2350.66,9637924,2026-03-16 07:36:15.268608,yfinance,20260316_073615
SBIN.NS,2026-02-26,2247.96,2312.35,2211.34,2221.28,5894600,2026-03-16 07:36:15.268608,yfinance,20260316_073615
SBIN.NS,2026-02-27,2320.58,2336.39,2316.33,2316.66,9466874,2026-03-16 07:36:15.268608,yfinance,20260316_073615
BHARTIARTL.NS,2026-02-02,4466.56,4519.12,4403.29,4467.2,5843481,2026-03-16 07:36:15.268608,yfinance,20260316_073615
BHARTIARTL.NS,2026-02-03,4361.87,4468.49,4288.63,4326.28,542718,2026-03-16 07:36:15.268608,yfinance,20260316_073615
BHARTIARTL.NS,2026-02-04,4416.23,4419.24,4410.95,4414.8,4518427,2026-03-16 07:36:15.268608,yfinance,20260316_073615
BHARTIARTL.NS,2026-02-05,4224.19,4294.92,4104.96,4116.19,3223985,2026-03-16 07:36:15.268608,yfinance,20260316_073615
BHARTIARTL.NS,2026-02-06,4193.02,4254.3,4184.7,4239.34,5072730,2026-03-16 07:36:15.268608,yfinance,20260316_073615
BHARTIARTL.NS,2026-02-09,4095.11,4117.84,3993.72,4066.29,8672109,2026-03-16 07:36:15.268608,yfinance,20260316_073615
BHARTIARTL.NS,2026-02-10,4254.53,4348.98,4153.97,4239.23,5132338,2026-03-16 07:36:15.268608,yfinance,20260316_073615
BHARTIARTL.NS,2026-02-11,4171.1,4251.6,4157.81,4166.41,7478281,2026-03-16 07:36:15.268608,yfinance,20260316_073615
BHARTIARTL.NS,2026-02-12,4049.22,4140.42,3937.97,4131.27,3141271,2026-03-16 07:36:15.268608,yfinance,20260316_073615
BHARTIARTL.NS,2026-02-13,4153.33,4271.25,4081.97,4147.53,4266622,2026-03-16 07:36:15.268608,yfinance,20260316_073615
BHARTIARTL.NS,2026-02-16,4328.73,4453.64,4199.34,4404.07,7373854,2026-03-16 07:36:15.268608,yfinance,20260316_073615
BHARTIARTL.NS,2026-02-17,4192.85,4255.5,4074.12,4237.92,7110149,2026-03-16 07:36:15.268608,yfinance,20260316_073615
BHARTIARTL.NS,2026-02-18,4268.74,4338.7,4217.51,4331.9,8242451,2026-03-16 07:36:15.268608,yfinance,20260316_073615
BHARTIARTL.NS,2026-02-19,4208.52,4216.54,4199.19,4211.75,6787007,2026-03-16 07:36:15.268608,yfinance,20260316_073615
BHARTIARTL.NS,2026-02-20,4297.9,4370.74,4246.64,4295.65,1598712,2026-03-16 07:36:15.268608,yfinance,20260316_073615
BHARTIARTL.NS,2026-02-23,4357.98,4391.71,4309.84,4336.69,2420126,2026-03-16 07:36:15.268608,yfinance,20260316_073615
BHARTIARTL.NS,2026-02-24,4239.03,4271.05,4152.44,4220.75,4638019,2026-03-16 07:36:15.268608,yfinance,20260316_073615
BHARTIARTL.NS,2026-02-25,4252.71,4252.75,4248.28,4251.18,4243788,2026-03-16 07:36:15.268608,yfinance,20260316_073615
BHARTIARTL.NS,2026-02-26,4272.44,4282.52,4152.67,4278.39,1548738,2026-03-16 07:36:15.268608,yfinance,20260316_073615
BHARTIARTL.NS,2026-02-27,4288.57,4392.63,4203.64,4276.85,5898156,2026-03-16 07:36:15.268608,yfinance,20260316_073615
KOTAKBANK.NS,2026-02-02,3494.81,3500.03,3475.6,3493.18,2851693,2026-03-16 07:36:15.268608,yfinance,20260316_073615
KOTAKBANK.NS,2026-02-03,3320.86,3367.31,3300.92,3333.06,8111860,2026-03-16 07:36:15.268608,yfinance,20260316_073615
KOTAKBANK.NS,2026-02-04,3290.32,3371.84,3205.4,3252.72,1272313,2026-03-16 07:36:15.268608,yfinance,20260316_073615
KOTAKBANK.NS,2026-02-05,3108.83,3138.74,3073.55,3122.82,5853383,2026-03-16 07:36:15.268608,yfinance,20260316_073615
KOTAKBANK.NS,2026-02-06,3155.13,3220.65,3150.38,3181.18,483979,2026-03-16 07:36:15.268608,yfinance,20260316_073615
KOTAKBANK.NS,2026-02-09,3267.23,3363.72,3215.87,3258.99,8582650,2026-03-16 07:36:15.268608,yfinance,20260316_073615
KOTAKBANK.NS,2026-02-10,3215.61,3218.55,3171.34,3205.95,6264994,2026-03-16 07:36:15.268608,yfinance,20260316_073615
KOTAKBANK.NS,2026-02-11,3151.23,3217.82,3099.76,3205.38,9988591,2026-03-16 07:36:15.268608,yfinance,20260316_073615
KOTAKBANK.NS,2026-02-12,3108.97,3134.94,3070.02,3128.47,6903191,2026-03-16 07:36:15.268608,yfinance,20260316_073615
KOTAKBANK.NS,2026-02-13,3259.42,3313.25,3231.89,3248.93,3922058,2026-03-16 07:36:15.268608,yfinance,20260316_073615
KOTAKBANK.NS,2026-02-16,3220.64,3245.66,3205.47,3240.49,4903537,2026-03-16 07:36:15.268608,yfinance,20260316_073615
KOTAKBANK.NS,2026-02-17,3190.11,3269.07,3148.19,3197.15,5628633,2026-03-16 07:36:15.268608,yfinance,20260316_073615
KOTAKBANK.NS,2026-02-18,3318.19,3360.34,3284.28,3313.68,4619147,2026-03-16 07:36:15.268608,yfinance,20260316_073615
KOTAKBANK.NS,2026-02-19,3451.89,3469.25,3431.96,3449.81,3234003,2026-03-16 07:36:15.268608,yfinance,20260316_073615
KOTAKBANK.NS,2026-02-20,3289.69,3367.74,3279.49,3306.65,7840716,2026-03-16 07:36:15.268608,yfinance,20260316_073615
KOTAKBANK.NS,2026-02-23,3314.33,3349.28,3244.45,3278.59,9926415,2026-03-16 07:36:15.268608,yfinance,20260316_073615
KOTAKBANK.NS,2026-02-24,3236.29,3270.69,3193.02,3218.64,8264259,2026-03-16 07:36:15.268608,yfinance,20260316_073615
KOTAKBANK.NS,2026-02-25,3281.89,3332.68,3224.76,3274.53,2145425,2026-03-16 07:36:15.268608,yfinance,20260316_073615
KOTAKBANK.NS,2026-02-26,3323.02,3338.98,3269.68,3283.18,9283132,2026-03-16 07:36:15.268608,yfinance,20260316_073615
KOTAKBANK.NS,2026-02-27,3330.02,3405.49,3322.21,3364.62,562179,2026-03-16 07:36:15.268608,yfinance,20260316_073615
